"type","w1_str","w2_str","bi.freq","w1.freq","w2.freq"
"instances_the","instances","the",141,1661,6036130
"autonomy_within","autonomy","within",25,1808,45536
"co_is","co","is",73,4905,970830
"underlying_message","underlying","message",12,2865,6642
"spearman's_rank","spearman's","rank",15,29,2181
"taking_that","taking","that",95,21564,1048180
"are_protesting","are","protesting",12,456718,481
"to_certificate","to","certificate",12,2593392,2812
"annually_with","annually","with",14,1090,658333
"experimental_evidence","experimental","evidence",79,2305,21083
"since_left","since","left",18,48884,44851
"can_recommend","can","recommend",48,231901,1780
"privilege_as","privilege","as",11,1600,653528
"plate_but","plate","but",13,3812,443525
"now_reading","now","reading",18,137275,10462
"both_economic","both","economic",40,67232,23000
"growth_hormone","growth","hormone",72,12747,441
"had_twisted","had","twisted",14,412099,1430
"those_famous","those","famous",17,86818,6366
"stand_referred","stand","referred",18,10658,6185
"are_under-represented","are","under-represented",14,456718,88
"salmon_from","salmon","from",11,1362,423379
"if_we've","if","we've",175,253058,16271
"can_transfer","can","transfer",43,231901,6817
"she_dressed","she","dressed",72,321346,3456
"priesthood_in","priesthood","in",11,227,1937245
"produce_those","produce","those",13,11469,86818
"landing_with","landing","with",34,2339,658333
"also_pulled","also","pulled",11,123293,6451
"anthropology_to","anthropology","to",13,685,2593392
"you_laughed","you","laughed",13,579748,3615
"imposed_for","imposed","for",69,3412,877618
"possible_both","possible","both",14,33572,67232
"rickety_wooden","rickety","wooden",17,130,3362
"whole_book","whole","book",60,29935,23959
"raids_and","raids","and",55,769,2614893
"it_begin","it","begin",16,918894,7295
"a_vehement","a","vehement",18,2169721,105
"professional_fields","professional","fields",13,10842,5661
"us_strategic","us","strategic",12,76267,3011
"tory_in","tory","in",13,3563,1937245
"railway_terminus","railway","terminus",11,7105,290
"the_shuttered","the","shuttered",19,6036130,148
"a_rectangle","a","rectangle",92,2169721,304
"the_quire","the","quire",11,6036130,16
"the_soviets","the","soviets",221,6036130,338
"british_pop","british","pop",28,35364,3476
"humans_are","humans","are",128,2007,456718
"afternoon_shift","afternoon","shift",14,7715,4008
"plus_x","plus","x",19,7702,7528
"really_that","really","that",196,44441,1048180
"to_stream","to","stream",23,2593392,2492
"arched_her","arched","her",23,448,302784
"dramatic_improvement","dramatic","improvement",44,3807,4144
"walls_on","walls","on",33,5823,727437
"ahead_to","ahead","to",256,8471,2593392
"streets_between","streets","between",11,4667,90462
"chemicals_called","chemicals","called",12,2118,32302
"that_strict","that","strict",20,1048180,2042
"program_into","program","into",14,4008,157599
"varieties_to","varieties","to",28,1448,2593392
"as_animal","as","animal",21,653528,6350
"in_interactions","in","interactions",11,1937245,1044
"shaking_of","shaking","of",33,1818,3041281
"reading_it","reading","it",197,10462,918894
"the_burner","the","burner",40,6036130,137
"useful_definition","useful","definition",11,9895,4757
"kicked_into","kicked","into",20,1526,157599
"white_with","white","with",233,23178,658333
"two_disciplines","two","disciplines",13,150771,1109
"legal_difficulties","legal","difficulties",16,12931,6748
"mrs_ainsworth","mrs","ainsworth",12,20175,56
"large_paper","large","paper",13,34214,16550
"starting_points","starting","points",80,6248,14216
"married_women","married","women",444,9719,32880
"western_hostages","western","hostages",43,9702,646
"his_critical","his","critical",30,409172,5605
"initial_conditions","initial","conditions",71,6528,15190
"that_defied","that","defied",11,1048180,267
"NUM_providing","NUM","providing",63,1265511,7280
"because_they're","because","they're",585,100244,24657
"but_adam","but","adam",32,443525,2678
"would_inform","would","inform",26,228948,1466
"good_beer","good","beer",30,77084,3127
"empty_seats","empty","seats",21,5349,4602
"ever_nearer","ever","nearer",13,26452,1697
"are_you'll","are","you'll",24,456718,11800
"a_middle-class","a","middle-class",96,2169721,1357
"back_were","back","were",33,96552,307547
"considerable_practical","considerable","practical",14,9451,7576
"departed_with","departed","with",12,628,658333
"he_kicked","he","kicked",148,588865,1526
"flush_and","flush","and",12,635,2614893
"parliament_act","parliament","act",25,9419,27083
"songs_which","songs","which",61,2831,364831
"you're_looking","you're","looking",540,36763,25313
"have_denied","have","denied",71,447159,3681
"the_snack","the","snack",21,6036130,340
"out_separately","out","separately",13,196367,1742
"structures_NUM","structures","NUM",17,4436,1265511
"organized_by","organized","by",317,2423,511973
"sales_with","sales","with",25,10294,658333
"a_person's","a","person's",503,2169721,1357
"the_furthest","the","furthest",137,6036130,251
"be_answered","be","answered",374,649613,3572
"money_however","money","however",14,36013,59624
"had_have","had","have",21,412099,447159
"his_taking","his","taking",33,409172,21564
"faintly_as","faintly","as",12,707,653528
"tightly_wrapped","tightly","wrapped",38,1620,1609
"your_husband's","your","husband's",76,133494,1320
"respective_countries","respective","countries",20,1214,16311
"in_reverse","in","reverse",178,1937245,2301
"be_circumstances","be","circumstances",21,649613,10210
"a_swan","a","swan",69,2169721,924
"however_showed","however","showed",35,59624,10393
"the_feats","the","feats",13,6036130,157
"constitutional_debate","constitutional","debate",15,2955,7235
"pricing_policies","pricing","policies",33,1121,8717
"call_at","call","at",194,18632,521986
"fabric_or","fabric","or",34,2062,368104
"must_inevitably","must","inevitably",77,68791,3045
"resentment_over","resentment","over",13,978,122926
"your_individual","your","individual",46,133494,18148
"unimaginative_and","unimaginative","and",14,112,2614893
"chapter_called","chapter","called",11,13274,32302
"that_names","that","names",22,1048180,7477
"international_links","international","links",23,21433,4294
"quite_put","quite","put",22,39307,57408
"in_stocks","in","stocks",42,1937245,1668
"ten_different","ten","different",41,18669,47412
"despise_me","despise","me",16,211,129661
"enjoy_good","enjoy","good",18,6396,77084
"brother_that","brother","that",25,7486,1048180
"started_and","started","and",244,16673,2614893
"just_another","just","another",570,125369,58416
"might_obtain","might","obtain",11,59001,4536
"breeds_such","breeds","such",23,715,106950
"furthest_from","furthest","from",25,251,423379
"aix_esa","aix","esa",20,352,143
"the_retinue","the","retinue",28,6036130,172
"agony_in","agony","in",34,904,1937245
"damaged_in","damaged","in",163,2540,1937245
"traumas_of","traumas","of",40,114,3041281
"her_narrow","her","narrow",38,302784,4816
"the_piercing","the","piercing",30,6036130,343
"brain_haemorrhage","brain","haemorrhage",26,4531,321
"joint_approach","joint","approach",14,6941,15944
"possessive_of","possessive","of",20,193,3041281
"patrick_moore","patrick","moore",12,2511,1548
"NUM_gca","NUM","gca",15,1265511,18
"hi_there","hi","there",28,674,283568
"it_proposes","it","proposes",62,918894,660
"cultivated_in","cultivated","in",44,622,1937245
"and_visit","and","visit",198,2614893,12247
"ebbw_vale","ebbw","vale",43,46,674
"in_sole","in","sole",30,1937245,2364
"made_i","made","i",53,91349,720226
"supporters_that","supporters","that",27,3542,1048180
"executive_level","executive","level",13,7809,26430
"for_species","for","species",27,877618,9052
"slay_the","slay","the",12,63,6036130
"by_vendor","by","vendor",12,511973,1219
"outlook_on","outlook","on",91,1151,727437
"a_sump","a","sump",12,2169721,62
"the_silmarillion","the","silmarillion",38,6036130,40
"arms_straight","arms","straight",19,10476,9530
"armistice_in","armistice","in",11,134,1937245
"NUM_declined","NUM","declined",14,1265511,2004
"dr_michael","dr","michael",86,11955,8644
"one_beside","one","beside",12,287758,5363
"solid_lines","solid","lines",14,3540,9964
"moscow_in","moscow","in",118,2707,1937245
"endoscopic_sphincterotomy","endoscopic","sphincterotomy",18,484,58
"our_teaching","our","teaching",13,93040,8915
"of_reproduction","of","reproduction",142,3041281,1124
"might_kill","might","kill",22,59001,4431
"till_they're","till","they're",17,5295,24657
"that_contributions","that","contributions",12,1048180,2821
"should_eventually","should","eventually",25,104688,8823
"straight_you","straight","you",11,9530,579748
"lying_around","lying","around",132,4499,43269
"united_fans","united","fans",36,18824,3397
"an_artifact","an","artifact",15,336611,42
"how_short","how","short",20,96755,19509
"bleeding_in","bleeding","in",20,1250,1937245
"neighbouring_towns","neighbouring","towns",19,1348,4033
"wondering_which","wondering","which",14,2307,364831
"rail_or","rail","or",43,3799,368104
"hear_music","hear","music",15,12735,14540
"clarity_on","clarity","on",19,1047,727437
"period_as","period","as",285,24028,653528
"NUM_pound","NUM","pound",49,1265511,6499
"stranraer_and","stranraer","and",11,83,2614893
"the_ramifications","the","ramifications",53,6036130,150
"things_took","things","took",16,40682,37101
"intelligent_life","intelligent","life",25,1831,54177
"capital_markets","capital","markets",127,13038,5837
"the_ufc","the","ufc",32,6036130,59
"businesses_as","businesses","as",32,3629,653528
"and_offenders","and","offenders",11,2614893,1162
"there's_over","there's","over",12,32156,122926
"extent_so","extent","so",11,9925,236139
"cypress_trees","cypress","trees",13,178,7973
"getting_your","getting","your",124,19526,133494
"be_questioned","be","questioned",164,649613,1769
"exports_at","exports","at",11,2255,521986
"arrived_last","arrived","last",13,8380,74399
"grown_steadily","grown","steadily",31,4151,1614
"to_wild","to","wild",53,2593392,5348
"dozing_off","dozing","off",13,109,67589
"labour_camp","labour","camp",30,25102,3345
"those_clothes","those","clothes",19,86818,6873
"NUM_pointed","NUM","pointed",79,1265511,6011
"into_civilian","into","civilian",18,157599,1352
"usual_form","usual","form",26,7306,34093
"subsidising_the","subsidising","the",16,82,6036130
"to_islamic","to","islamic",16,2593392,1294
"and_sewerage","and","sewerage",56,2614893,148
"very_recently","very","recently",194,118143,12150
"resentment_from","resentment","from",13,978,423379
"of_aids","of","aids",412,3041281,3269
"so_dominated","so","dominated",22,236139,2739
"irrational_behaviour","irrational","behaviour",17,493,12075
"have_swollen","have","swollen",14,447159,658
"fairly_substantial","fairly","substantial",25,6547,6155
"of_californian","of","californian",11,3041281,314
"while_just","while","just",26,54704,125369
"german_state","german","state",60,10812,37791
"badge_was","badge","was",14,542,860745
"costing_and","costing","and",29,1128,2614893
"by_school","by","school",67,511973,35849
"and_breathing","and","breathing",90,2614893,2267
"or_blue","or","blue",88,368104,9946
"however_different","however","different",29,59624,47412
"at_duxford","at","duxford",57,521986,97
"pancreatic_duct","pancreatic","duct",29,497,265
"ties_and","ties","and",128,1555,2614893
"means_very","means","very",14,26163,118143
"do_him","do","him",123,175340,153095
"inspected_for","inspected","for",12,512,877618
"someone_because","someone","because",14,16858,100244
"these_often","these","often",47,123180,37088
"santa_barbara","santa","barbara",89,1179,1546
"socialism_or","socialism","or",28,1625,368104
"their_fuel","their","fuel",35,254217,4160
"would_monitor","would","monitor",20,228948,2160
"wife_went","wife","went",34,15384,45650
"of_aesthetic","of","aesthetic",88,3041281,1140
"on_applications","on","applications",24,727437,6174
"flood_in","flood","in",47,1476,1937245
"negotiated_at","negotiated","at",26,1204,521986
"initially_thought","initially","thought",18,3792,53388
"refilled_the","refilled","the",13,111,6036130
"shall_follow","shall","follow",19,19443,9721
"pretty_in","pretty","in",48,7448,1937245
"interpret_them","interpret","them",42,1310,166575
"revision_purposes","revision","purposes",13,1113,5794
"request_has","request","has",37,4413,252098
"nurse_at","nurse","at",53,3122,521986
"french_indo-china","french","indo-china",11,16703,214
"eye_in","eye","in",137,9068,1937245
"simple_addition","simple","addition",20,13612,9909
"football_tournament","football","tournament",13,6458,1605
"fixed_point","fixed","point",38,6269,39308
"numbers_had","numbers","had",50,11090,412099
"for_wrapping","for","wrapping",12,877618,345
"prompted_an","prompted","an",29,1578,336611
"caster_and","caster","and",11,179,2614893
"protocols_and","protocols","and",39,354,2614893
"point_onwards","point","onwards",20,39308,1391
"debt_restructuring","debt","restructuring",15,5342,1143
"pretending_i","pretending","i",12,775,720226
"masonry_of","masonry","of",11,337,3041281
"of_buffalo","of","buffalo",20,3041281,297
"more_widely","more","widely",407,208888,5551
"and_column","and","column",36,2614893,2736
"interest_had","interest","had",46,27136,412099
"discern_a","discern","a",35,260,2169721
"not_happen","not","happen",394,448154,8485
"about_somebody","about","somebody",30,191133,6304
"hcima_members","hcima","members",17,355,28779
"her_men","her","men",19,302784,35217
"instructions_had","instructions","had",19,3480,412099
"discarded_on","discarded","on",11,771,727437
"obligation_on","obligation","on",119,2195,727437
"win_three","win","three",18,10409,76957
"all_real","all","real",30,275882,22552
"the_headteacher's","the","headteacher's",12,6036130,20
"mr_berkley","mr","berkley",29,58363,48
"a_commissioner","a","commissioner",56,2169721,1384
"his_miserable","his","miserable",13,409172,1126
"village_or","village","or",100,10916,368104
"the_treat","the","treat",25,6036130,3653
"a_drag","a","drag",77,2169721,1162
"had_someone","had","someone",75,412099,16858
"if_in","if","in",1061,253058,1937245
"aggregation_of","aggregation","of",47,242,3041281
"relative_position","relative","position",34,5760,22666
"are_horrible","are","horrible",15,456718,1539
"important_member","important","member",23,38584,17144
"flight_out","flight","out",25,4973,196367
"of_morality","of","morality",166,3041281,1209
"shareholders_as","shareholders","as",48,2823,653528
"of_illumination","of","illumination",48,3041281,325
"road_runners","road","runners",20,26407,781
"game_which","game","which",159,14265,364831
"the_chattel","the","chattel",11,6036130,56
"disabled_is","disabled","is",18,3253,970830
"tied_behind","tied","behind",45,2650,22358
"gunmen_in","gunmen","in",26,337,1937245
"veto_of","veto","of",42,559,3041281
"point_anyway","point","anyway",12,39308,11323
"indebted_to","indebted","to",147,229,2593392
"clean_sweep","clean","sweep",52,6215,999
"accurately_as","accurately","as",39,1404,653528
"minister_an","minister","an",19,22939,336611
"experiments_show","experiments","show",18,2949,25921
"prejudices_which","prejudices","which",13,430,364831
"common_reaction","common","reaction",11,19758,5393
"sacking_and","sacking","and",12,273,2614893
"parker_in","parker","in",24,1039,1937245
"employee_on","employee","on",14,2810,727437
"and_swimming","and","swimming",135,2614893,2620
"on_violence","on","violence",41,727437,5474
"educational_methods","educational","methods",19,5798,8480
"his_following","his","following",26,409172,26516
"his_mind","his","mind",2489,409172,26502
"tend_in","tend","in",16,6147,1937245
"one_morning","one","morning",435,287758,19238
"also_treated","also","treated",21,123293,6917
"what_fifteen","what","fifteen",11,216517,4958
"cost_increases","cost","increases",24,20363,4216
"pr_department","pr","department",16,1034,15351
"written_reports","written","reports",27,13411,10886
"same_method","same","method",50,60944,8790
"funeral_or","funeral","or",19,2011,368104
"lordship_is","lordship","is",19,688,970830
"private_boyd","private","boyd",14,17496,320
"it_bears","it","bears",89,918894,1323
"been_rigged","been","rigged",15,259718,157
"secured_it","secured","it",14,1926,918894
"concentration_from","concentration","from",15,3833,423379
"tell_on","tell","on",22,28631,727437
"at_montrose","at","montrose",12,521986,178
"rented_property","rented","property",23,823,12384
"fully_but","fully","but",12,8768,443525
"the_flushing","the","flushing",11,6036130,204
"pack_meeting","pack","meeting",29,3326,20308
"but_stared","but","stared",14,443525,4092
"an_eight-year","an","eight-year",46,336611,98
"conclusive_evidence","conclusive","evidence",94,441,21083
"catch_a","catch","a",409,4872,2169721
"the_annoying","the","annoying",25,6036130,441
"sorrel_and","sorrel","and",14,115,2614893
"a_cornfield","a","cornfield",12,2169721,32
"like_stones","like","stones",26,146876,3151
"the_yankee","the","yankee",16,6036130,117
"everything_even","everything","even",26,17083,87391
"and_thinning","and","thinning",16,2614893,221
"k_so","k","so",39,5443,236139
"posts_but","posts","but",23,2164,443525
"turbo_NUM","turbo","NUM",20,305,1265511
"expect_with","expect","with",19,10256,658333
"either_her","either","her",24,27092,302784
"common_observation","common","observation",13,19758,2766
"agency_NUM","agency","NUM",43,5626,1265511
"me_stories","me","stories",16,129661,4563
"she_declares","she","declares",15,321346,347
"highly_speculative","highly","speculative",21,8959,666
"criterion_that","criterion","that",25,1282,1048180
"idea_as","idea","as",154,20892,653528
"enable_more","enable","more",28,4738,208888
"declared_bankrupt","declared","bankrupt",40,4390,698
"in_lonrho","in","lonrho",15,1937245,120
"little_happiness","little","happiness",12,62274,1591
"more_as","more","as",369,208888,653528
"long_known","long","known",28,55459,25141
"not_his","not","his",567,448154,409172
"radiation_and","radiation","and",87,1691,2614893
"mersey_tunnel","mersey","tunnel",13,366,2240
"because_we're","because","we're",306,100244,18571
"types_they","types","they",11,8791,374148
"raised_serum","raised","serum",17,9938,1312
"similarly_be","similarly","be",22,4455,649613
"have_access","have","access",630,447159,10764
"its_occurrence","its","occurrence",48,160263,1067
"political_overtones","political","overtones",27,29826,223
"another_sound","another","sound",27,58416,13784
"boys_will","boys","will",61,7267,250441
"for_freezing","for","freezing",28,877618,948
"they_attend","they","attend",39,374148,3527
"forthcoming_for","forthcoming","for",21,1573,877618
"his_regiment","his","regiment",44,409172,1098
"a_fortnight","a","fortnight",936,2169721,1291
"the_definitive","the","definitive",148,6036130,593
"lending_the","lending","the",24,1300,6036130
"being_hurt","being","hurt",37,87540,4212
"new_images","new","images",14,123449,3454
"districts_to","districts","to",48,1733,2593392
"hospital_waiting","hospital","waiting",36,14601,9414
"of_reservation","of","reservation",24,3041281,639
"i'm_wrong","i'm","wrong",84,62149,15360
"and_lawyer","and","lawyer",27,2614893,2058
"services_see","services","see",23,24622,113356
"resemble_each","resemble","each",17,556,60299
"drinks_for","drinks","for",28,2210,877618
"a_soldering","a","soldering",13,2169721,60
"better_suited","better","suited",104,34513,1563
"that_weight","that","weight",40,1048180,8329
"my_nose","my","nose",229,145643,3986
"shore_but","shore","but",16,1726,443525
"the_weaving","the","weaving",128,6036130,799
"adherents_of","adherents","of",68,208,3041281
"inner_london","inner","london",254,4389,32436
"large_multi-national","large","multi-national",12,34214,199
"dusted_off","dusted","off",22,205,67589
"they_swim","they","swim",15,374148,1379
"subjects_might","subjects","might",11,7463,59001
"painted_the","painted","the",116,2962,6036130
"million_pensioners","million","pensioners",16,24364,1215
"this_half","this","half",41,452531,29332
"some_variation","some","variation",30,166759,2670
"even_break","even","break",11,87391,9089
"second_as","second","as",87,40543,653528
"were_fulfilled","were","fulfilled",18,307547,899
"water_than","water","than",55,33535,144557
"tasks_than","tasks","than",15,3603,144557
"with_economics","with","economics",16,658333,2455
"tastes_delicious","tastes","delicious",11,972,1055
"that_froze","that","froze",12,1048180,395
"not_joining","not","joining",18,448154,2218
"the_purse-strings","the","purse-strings",12,6036130,18
"of_indoor","of","indoor",26,3041281,881
"ducked_his","ducked","his",20,300,409172
"literally_just","literally","just",12,1914,125369
"blocked_his","blocked","his",22,1372,409172
"crawled_on","crawled","on",17,404,727437
"extremely_complicated","extremely","complicated",33,6675,2996
"the_prongs","the","prongs",12,6036130,56
"carol_wilson","carol","wilson",11,1042,3527
"while_holding","while","holding",52,54704,7957
"cross_that","cross","that",66,7322,1048180
"dangerous_driving","dangerous","driving",62,5581,6275
"of_jeff","of","jeff",16,3041281,750
"of_procreation","of","procreation",15,3041281,65
"frequencies_that","frequencies","that",16,780,1048180
"alun_michael","alun","michael",13,50,8644
"bad_manners","bad","manners",48,14683,795
"realm_that","realm","that",13,1034,1048180
"the_antiracist","the","antiracist",16,6036130,94
"a_stretch","a","stretch",213,2169721,2457
"the_dha","the","dha",32,6036130,84
"presented_a","presented","a",461,7890,2169721
"affinities_with","affinities","with",35,181,658333
"part_or","part","or",148,53283,368104
"sons_or","sons","or",29,3362,368104
"must_presumably","must","presumably",11,68791,3180
"lateral_arm","lateral","arm",96,655,8349
"with_him","with","him",7363,658333,153095
"best_distinguished","best","distinguished",11,34784,2461
"thanks_to","thanks","to",2183,5378,2593392
"way_very","way","very",21,95412,118143
"the_burford","the","burford",19,6036130,124
"most_standard","most","standard",12,97960,12580
"with_assets","with","assets",22,658333,4268
"the_transformations","the","transformations",29,6036130,337
"efforts_from","efforts","from",21,5501,423379
"good_clothes","good","clothes",20,77084,6873
"trust_because","trust","because",12,9653,100244
"under_existing","under","existing",52,60556,9610
"eye_strain","eye","strain",11,9068,2466
"with_costs","with","costs",79,658333,15045
"the_volley","the","volley",21,6036130,265
"little_strength","little","strength",11,62274,6920
"the_spla","the","spla",26,6036130,83
"week_have","week","have",37,29775,447159
"busy_looking","busy","looking",31,4823,25313
"and_propose","and","propose",23,2614893,1384
"be_rubbed","be","rubbed",21,649613,850
"king_agreed","king","agreed",13,12251,14098
"forcing_them","forcing","them",80,1426,166575
"of_pensionable","of","pensionable",33,3041281,141
"shirt_is","shirt","is",19,2570,970830
"pius_xii","pius","xii",38,138,167
"labour_code","labour","code",11,25102,5202
"he_hopes","he","hopes",280,588865,4177
"the_reference","the","reference",734,6036130,8057
"and_city","and","city",187,2614893,21427
"shows_they","shows","they",25,11538,374148
"and_scratches","and","scratches",21,2614893,156
"drop_out","drop","out",178,5052,196367
"protect_individual","protect","individual",12,5015,18148
"moors_were","moors","were",12,620,307547
"comptroller_of","comptroller","of",25,91,3041281
"on_luke","on","luke",21,727437,2830
"william_james","william","james",26,7770,8981
"major_accident","major","accident",26,27994,6197
"tram_and","tram","and",18,393,2614893
"camps_to","camps","to",17,1131,2593392
"pharmaceutical_society","pharmaceutical","society",16,491,22380
"his_colleagues","his","colleagues",1091,409172,5301
"word_in","word","in",553,18521,1937245
"it_convenient","it","convenient",36,918894,1958
"his_exploration","his","exploration",19,409172,1508
"far_but","far","but",123,39489,443525
"grappled_with","grappled","with",35,52,658333
"less_free","less","free",16,38495,20257
"is_tiny","is","tiny",28,970830,5155
"urgently_and","urgently","and",31,829,2614893
"an_america","an","america",18,336611,8845
"another_argument","another","argument",41,58416,8174
"stole_an","stole","an",11,891,336611
"okay_er","okay","er",28,7069,86782
"our_audience","our","audience",35,93040,5235
"he's_alright","he's","alright",126,31961,6412
"determined_from","determined","from",96,7539,423379
"happening_i","happening","i",27,4351,720226
"been_summarized","been","summarized",13,259718,398
"be_similar","be","similar",183,649613,18255
"one_ward","one","ward",13,287758,3283
"for_colonel","for","colonel",18,877618,1683
"are_missed","are","missed",13,456718,4034
"newry_and","newry","and",40,219,2614893
"he_coaxed","he","coaxed",16,588865,122
"very_na","very","na",12,118143,16036
"she'd_no","she'd","no",21,8588,206543
"back_i","back","i",367,96552,720226
"and_di","and","di",44,2614893,1399
"budgets_on","budgets","on",18,1291,727437
"foul_temper","foul","temper",15,984,1192
"egypt_but","egypt","but",19,1988,443525
"were_adopting","were","adopting",12,307547,809
"front_with","front","with",130,20831,658333
"to_prod","to","prod",28,2593392,108
"the_salaried","the","salaried",18,6036130,212
"in_discipline","in","discipline",14,1937245,2896
"written_over","written","over",28,13411,122926
"only_sporadically","only","sporadically",11,148191,70
"an_inset","an","inset",30,336611,557
"her_brain","her","brain",265,302784,4531
"of_kos","of","kos",12,3041281,50
"and_deeply","and","deeply",153,2614893,3571
"there's_new","there's","new",23,32156,123449
"chaos_is","chaos","is",21,1575,970830
"approach_him","approach","him",34,15944,153095
"covers_from","covers","from",11,2768,423379
"artistic_forms","artistic","forms",13,1531,11471
"ended_after","ended","after",30,7095,113561
"mr_milken","mr","milken",13,58363,49
"those_leaving","those","leaving",34,86818,9444
"factors_is","factors","is",82,8603,970830
"joining_together","joining","together",24,2218,29829
"or_neighbourhood","or","neighbourhood",20,368104,1424
"english_weekly","english","weekly",22,22773,2465
"by_bringing","by","bringing",233,511973,4774
"classifications_are","classifications","are",17,242,456718
"warned_he","warned","he",15,3876,588865
"have_complete","have","complete",60,447159,12580
"english_friends","english","friends",16,22773,14313
"and_distract","and","distract",12,2614893,279
"whistled_and","whistled","and",14,207,2614893
"ives_and","ives","and",20,165,2614893
"photographic_paper","photographic","paper",11,897,16550
"agenda_when","agenda","when",15,2289,208943
"NUM_larger","NUM","larger",28,1265511,7529
"remembered_he","remembered","he",34,4986,588865
"varieties_will","varieties","will",12,1448,250441
"nawaz_sharif","nawaz","sharif",53,74,153
"department_not","department","not",11,15351,448154
"contribution_may","contribution","may",11,5289,127119
"strengthening_and","strengthening","and",27,752,2614893
"directive_is","directive","is",118,1711,970830
"fear_with","fear","with",19,8897,658333
"the_distributed","the","distributed",87,6036130,2735
"the_rooms","the","rooms",535,6036130,5302
"hopefully_with","hopefully","with",23,1813,658333
"black_from","black","from",26,23603,423379
"daughter_after","daughter","after",12,8569,113561
"should_register","should","register",13,104688,3089
"moment_his","moment","his",77,20376,409172
"government's_attempt","government's","attempt",18,5542,11215
"members_one","members","one",18,28779,287758
"clearly_do","clearly","do",31,14976,175340
"for_vulnerable","for","vulnerable",21,877618,2394
"lord's_prayer","lord's","prayer",54,766,1968
"yes_mum","yes","mum",13,34559,6502
"nor_their","nor","their",49,11953,254217
"black_chalk","black","chalk",16,23603,887
"may_arise","may","arise",305,127119,3265
"whether_i","whether","i",545,35428,720226
"widening_and","widening","and",22,638,2614893
"thereby_leaving","thereby","leaving",15,2615,9444
"come_two","come","two",16,65107,150771
"also_set","also","set",161,123293,44151
"rejection_by","rejection","by",68,1413,511973
"pilot_to","pilot","to",61,3041,2593392
"shall_of","shall","of",27,19443,3041281
"every_question","every","question",39,38911,25337
"it_others","it","others",14,918894,27120
"weather_centre","weather","centre",11,5483,22438
"her_better","her","better",71,302784,34513
"a_supporter","a","supporter",106,2169721,738
"honorary_fellow","honorary","fellow",31,750,4238
"a_readily","a","readily",40,2169721,2772
"and_inexplicably","and","inexplicably",14,2614893,120
"families_will","families","will",54,8122,250441
"shifted_their","shifted","their",23,1295,254217
"arrow_was","arrow","was",12,1026,860745
"replaces_a","replaces","a",16,457,2169721
"ft_is","ft","is",13,1496,970830
"example_my","example","my",19,35522,145643
"enjoying_that","enjoying","that",13,2068,1048180
"an_effortless","an","effortless",22,336611,164
"be_you're","be","you're",14,649613,36763
"annum_on","annum","on",12,901,727437
"the_eplf","the","eplf",33,6036130,66
"her_memories","her","memories",44,302784,2490
"his_models","his","models",26,409172,5207
"not_grasped","not","grasped",15,448154,616
"he_nods","he","nods",30,588865,186
"chronic_illness","chronic","illness",31,1681,3205
"the_stooges","the","stooges",12,6036130,36
"policy_it","policy","it",115,25593,918894
"of_sharp","of","sharp",91,3041281,4706
"any_partnership","any","partnership",11,121356,3396
"wh_smith","wh","smith",42,759,6663
"helpings_of","helpings","of",27,68,3041281
"entire_period","entire","period",29,4686,24028
"of_barn","of","barn",26,3041281,1280
"commence_a","commence","a",23,440,2169721
"doubt_to","doubt","to",94,11841,2593392
"senate_to","senate","to",28,1265,2593392
"sociological_analysis","sociological","analysis",30,791,12857
"in_went","in","went",18,1937245,45650
"otherwise_we","otherwise","we",116,8594,299533
"repeatedly_made","repeatedly","made",18,1264,91349
"lake_and","lake","and",281,3811,2614893
"miss_cassidy","miss","cassidy",12,11474,106
"NUM_passim","NUM","passim",16,1265511,43
"be_educated","be","educated",131,649613,1980
"them_built","them","built",12,166575,12638
"was_debarred","was","debarred",11,860745,96
"please_hurry","please","hurry",14,12572,1553
"what_options","what","options",14,216517,3719
"she_cooked","she","cooked",37,321346,1239
"hungary_to","hungary","to",26,1281,2593392
"glory_on","glory","on",13,1601,727437
"faithfully_and","faithfully","and",13,284,2614893
"symmetry_NUM","symmetry","NUM",16,777,1265511
"was_uniquely","was","uniquely",19,860745,527
"farming_families","farming","families",27,2240,8122
"he_contends","he","contends",35,588865,152
"imperial_crown","imperial","crown",21,2367,5055
"applicants_from","applicants","from",16,1179,423379
"fellow_that","fellow","that",11,4238,1048180
"boots_that","boots","that",31,2790,1048180
"in_syntax","in","syntax",12,1937245,581
"has_existed","has","existed",98,252098,2452
"e_u","e","u",15,23315,4163
"be_arrived","be","arrived",39,649613,8380
"silly_young","silly","young",11,2549,31964
"factors_have","factors","have",145,8603,447159
"stress_will","stress","will",19,4775,250441
"ali_hassan","ali","hassan",18,1227,394
"blanc_and","blanc","and",18,255,2614893
"discuss_issues","discuss","issues",27,5468,12073
"lord_darlington","lord","darlington",30,15009,5198
"his_bishops","his","bishops",15,409172,1301
"enjoyed_was","enjoyed","was",12,4921,860745
"originated_on","originated","on",11,726,727437
"the_seabed","the","seabed",81,6036130,117
"that_fat","that","fat",41,1048180,4436
"in_walsall","in","walsall",44,1937245,302
"ridiculous_but","ridiculous","but",38,1737,443525
"thus_implying","thus","implying",11,20139,531
"least_between","least","between",11,30246,90462
"a_contract","a","contract",1615,2169721,11728
"are_co-ordinated","are","co-ordinated",13,456718,574
"the_spacebar","the","spacebar",12,6036130,15
"and_spear","and","spear",14,2614893,298
"she_closed","she","closed",334,321346,9336
